         198668384 function calls (193956861 primitive calls) in 279.605 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      682    0.001    0.000    0.002    0.000 nested_structure_coder.py:333(do_encode)
      678    0.000    0.000    0.000    0.000 sequential.py:532(<genexpr>)
      676    0.001    0.000    0.005    0.000 _collections_abc.py:824(update)
      674    0.005    0.000    0.059    0.000 gradients_util.py:824(_AccumulatorShape)
      674    0.000    0.000    0.000    0.000 gradients_util.py:854(<lambda>)
      674    0.000    0.000    0.000    0.000 gradients_util.py:864(DeviceKey)
      674    0.009    0.000    0.649    0.001 gradients_util.py:850(_MultiDeviceAddN)
      661    0.000    0.000    0.000    0.000 function.py:2451(is_method)
      652    0.002    0.000    0.625    0.001 array_ops.py:59(reshape)
      652    0.007    0.000    0.605    0.001 gen_array_ops.py:8143(reshape)
      618    0.003    0.000    0.105    0.000 gen_math_ops.py:1837(cast)
  618/368    0.005    0.000    0.042    0.000 nested_structure_coder.py:179(do_encode)
      613    0.001    0.000    0.002    0.000 tensor_shape.py:856(__iter__)
      612    0.000    0.000    0.000    0.000 base.py:1032(_map_resources)
      612    0.000    0.000    0.000    0.000 data_structures.py:1039(<lambda>)
      612    0.001    0.000    0.004    0.000 revived_types.py:140(serialize)
      608    0.000    0.000    0.000    0.000 device_spec.py:34(_as_str_or_none)
      607    0.001    0.000    0.001    0.000 threading.py:75(RLock)
      606    0.014    0.000    0.014    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewGraph}
      606    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetRequireShapeInferenceFns}
      606    0.004    0.000    0.004    0.000 threading.py:216(__init__)
      606    0.002    0.000    0.016    0.000 c_api_util.py:45(__init__)
      606    0.026    0.000    0.055    0.000 ops.py:2862(__init__)
      606    0.000    0.000    0.000    0.000 ops.py:4981(switch_to_thread_local)
      606    0.002    0.000    0.006    0.000 lock_util.py:54(__init__)
      605    0.001    0.000    0.001    0.000 list_ops.py:364(convert)
      602    0.001    0.000    0.002    0.000 execute.py:201(make_shape)
      602    0.000    0.000    0.000    0.000 ops.py:3117(seed)
      602    0.001    0.000    0.005    0.000 op_def_library.py:184(_MakeShape)
      602    0.016    0.000    0.087    0.000 func_graph.py:165(__init__)
      601    0.004    0.000    0.004    0.000 {tensorflow.python.framework.fast_tensor_util.AppendFloat32ArrayToTensorProto}
      582    0.002    0.000    0.002    0.000 ops.py:4040(<listcomp>)
      582    0.002    0.000    0.005    0.000 ops.py:4037(get_all_collection_keys)
      576    0.000    0.000    0.000    0.000 resource_variable_ops.py:513(name)
      576    0.000    0.000    0.001    0.000 regularizers.py:342(serialize)
      560    0.001    0.000    0.001    0.000 base_layer.py:3001(_trackable_saved_model_saver)
      559    0.000    0.000    0.000    0.000 config_lib.py:33(matches)
      558    0.000    0.000    0.002    0.000 _collections_abc.py:851(setdefault)
      558    0.004    0.000    0.311    0.001 gen_nn_ops.py:648(bias_add)
      558    0.001    0.000    0.001    0.000 nn_ops.py:3294(_tf_deterministic_ops)
      558    0.006    0.000    0.776    0.001 nn_ops.py:3307(bias_add)
      558    0.003    0.000    0.005    0.000 base_layer.py:2528(_get_call_arg_value)
      558    0.002    0.000    1.863    0.003 core.py:1192(call)
      558    0.006    0.000    1.861    0.003 core.py:30(dense)
      556    0.000    0.000    0.001    0.000 data_structures.py:1059(<lambda>)
      549    0.019    0.000    0.116    0.000 auto_control_deps_utils.py:36(get_read_only_resource_input_indices_graph)
      539    0.002    0.000    0.004    0.000 func_graph.py:468(variables)
      538    0.002    0.000    0.058    0.000 gen_math_ops.py:7416(real_div)
      535    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetShouldRecordBackprop}
      535    0.003    0.000    4.982    0.009 ops.py:3360(create_op)
      535    0.000    0.000    0.001    0.000 tape.py:163(should_record_backprop)
      535    0.000    0.000    0.000    0.000 function.py:505(stateful_ops)
      535    0.001    0.000    0.001    0.000 function.py:1413(__init__)
  535/470    0.001    0.000   14.002    0.030 function.py:1430(forward)
      535    0.000    0.000    0.064    0.000 function.py:1436(record)
      535    0.004    0.000    0.008    0.000 function.py:2071(_select_forward_and_backward_functions)
      535    0.001    0.000    0.002    0.000 forwardprop_util.py:34(__new__)
      535    0.004    0.000    0.521    0.001 functional_ops.py:1175(<listcomp>)
      535    0.006    0.000    0.008    0.000 functional_ops.py:1178(<listcomp>)
      535    0.028    0.000    6.273    0.012 functional_ops.py:1112(partitioned_call)
      535    0.003    0.000    0.140    0.000 functional_ops.py:1217(_set_read_only_resource_inputs_attr)
      532    0.003    0.000    0.005    0.000 backend.py:887(name_scope)
      531    0.001    0.000    0.003    0.000 __init__.py:413(_replace)
      531    0.000    0.000    0.001    0.000 config_lib.py:50(get_action)
      513    0.003    0.000    0.003    0.000 func_graph.py:738(<listcomp>)
      513    0.001    0.000    0.004    0.000 func_graph.py:735(external_captures)
      512    0.003    0.000    0.246    0.000 gen_math_ops.py:10650(tanh)
      512    0.005    0.000    0.054    0.000 resource_variable_ops.py:830(_lazy_read)
      512    0.003    0.000    0.041    0.000 resource_variable_ops.py:1924(__init__)
      512    0.001    0.000    0.247    0.000 activations.py:305(tanh)
      511    0.008    0.000    0.048    0.000 math_ops.py:1220(_truediv_python3)
      511    0.001    0.000    0.049    0.000 math_ops.py:1267(truediv)
      508    0.001    0.000    0.006    0.000 nested_structure_coder.py:379(do_encode)
      508    0.001    0.000    0.001    0.000 nested_structure_coder.py:403(do_encode)
      508    0.000    0.000    0.001    0.000 nested_structure_coder.py:423(can_encode)
      508    0.005    0.000    0.025    0.000 nested_structure_coder.py:428(do_encode)
      507    0.007    0.000    0.082    0.000 math_ops.py:1419(_add_dispatch)
      506    0.000    0.000    0.000    0.000 tensor_shape.py:849(__bool__)
      506    0.002    0.000    0.036    0.000 gen_math_ops.py:463(add_v2)
  506/346    0.002    0.000    2.562    0.007 smart_cond.py:27(smart_cond)
      506    0.001    0.000    0.004    0.000 smart_cond.py:62(smart_constant_value)
      500    0.002    0.000    0.002    0.000 function.py:229(_parse_func_attrs)
      500    0.002    0.000    0.002    0.000 revived_types.py:73(to_proto)
      498    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
      498    0.001    0.000    0.003    0.000 data_structures.py:152(__init__)
      498    0.001    0.000    0.002    0.000 layer_utils.py:179(__init__)
  498/452    0.001    0.000    3.244    0.007 layer_serialization.py:81(_get_serialized_attributes)
      495    0.207    0.000    0.207    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToFunction_wrapper}
      495    0.022    0.000    0.022    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FunctionToFunctionDef}
      495    0.001    0.000    0.001    0.000 c_api_util.py:86(__init__)
      495    0.001    0.000    0.002    0.000 constant_op.py:327(is_constant)
      495    0.003    0.000    0.003    0.000 function.py:423(<listcomp>)
      495    0.006    0.000    0.006    0.000 function.py:441(<listcomp>)
      495    0.004    0.000    0.007    0.000 function.py:442(<listcomp>)
      495    0.003    0.000    0.004    0.000 function.py:443(<listcomp>)
      495    0.000    0.000    0.000    0.000 function.py:445(<listcomp>)
      495    0.006    0.000    0.006    0.000 function.py:474(<listcomp>)
      495    0.003    0.000    0.006    0.000 function.py:475(<listcomp>)
      495    0.034    0.000    0.605    0.001 function.py:412(__init__)
      494    0.001    0.000    0.020    0.000 ops.py:1319(convert_to_tensor_v2)
      492    0.002    0.000    0.598    0.001 array_ops.py:1562(concat)
      492    0.006    0.000    0.596    0.001 gen_array_ops.py:1183(concat_v2)
      487    0.077    0.000    0.077    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
      487    0.001    0.000    0.079    0.000 context.py:1085(add_function)
      487    0.001    0.000    0.080    0.000 context.py:2346(add_function)
  487/273    0.005    0.000    0.045    0.000 tensor_util.py:674(_ConstantValue)
      487    0.000    0.000    0.000    0.000 function.py:381(__init__)
      483    0.000    0.000    0.000    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
      483    0.001    0.000    0.009    0.000 gen_math_ops.py:10161(sqrt)
      481    0.001    0.000    0.009    0.000 math_ops.py:4739(sqrt)
      480    0.009    0.000    0.118    0.000 resource_variable_ops.py:806(assign_add)
      480    0.001    0.000    0.015    0.000 gen_resource_variable_ops.py:23(assign_add_variable_op)
      480    0.003    0.000    0.098    0.000 variables.py:1072(_run_op)
      480    0.001    0.000    0.011    0.000 distribution_strategy_context.py:154(in_cross_replica_context)
      480    0.001    0.000    0.001    0.000 collective_util.py:50(__init__)
      480    0.005    0.000    0.104    0.000 distribute_lib.py:2199(batch_reduce_to)
      480    0.008    0.000    0.092    0.000 distribute_lib.py:2228(<listcomp>)
      480    0.001    0.000    0.093    0.000 distribute_lib.py:2225(_batch_reduce_to)
      480    0.001    0.000    0.001    0.000 optimizer_v2.py:514(<listcomp>)
      480    0.001    0.000    0.001    0.000 optimizer_v2.py:543(<listcomp>)
      480    0.027    0.000    5.054    0.011 optimizer_v2.py:473(apply_gradients)
      480    0.003    0.000    0.107    0.000 optimizer_v2.py:563(all_reduce_fn)
      480    0.010    0.000    0.192    0.000 optimizer_v2.py:552(_aggregate_gradients)
      480    0.125    0.000    3.739    0.008 optimizer_v2.py:588(_distributed_apply)
      480    0.003    0.000    0.174    0.000 optimizer_v2.py:689(_create_all_weights)
      480    0.037    0.000    0.798    0.002 optimizer_v2.py:778(_prepare)
      480    0.005    0.000    0.146    0.000 optimizer_v2.py:797(_prepare_local)
      480    0.001    0.000    0.001    0.000 optimizer_v2.py:808(_create_hypers)
      480    0.002    0.000    0.021    0.000 optimizer_v2.py:848(_decayed_lr)
      480    0.017    0.000    0.165    0.000 adam.py:123(_create_slots)
      480    0.031    0.000    0.686    0.001 adam.py:134(_prepare_local)
      480    0.018    0.000    7.735    0.016 ppo_agent.py:319(apply_grads)
      472    0.000    0.000    0.001    0.000 control_flow_util.py:68(InXlaContext)
      472    0.000    0.000    0.000    0.000 control_flow_util.py:213(GetContainingXLAContext)
  463/364    0.001    0.000    0.307    0.001 array_ops.py:2746(wrapped)
      460    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tf_session.AddControlInput}
      452    0.001    0.000    0.001    0.000 serialized_attributes.py:171(<dictcomp>)
      452    0.001    0.000    0.002    0.000 serialized_attributes.py:168(checkpointable_objects)
      446    0.002    0.000    0.046    0.000 list_ops.py:330(_build_element_shape)
      444    0.001    0.000    0.001    0.000 ops.py:3997(get_collection)
      444    0.001    0.000    0.002    0.000 ops.py:6351(get_collection)
      444    0.001    0.000    0.003    0.000 variable_scope.py:1420(get_variable_scope_store)
      444    0.001    0.000    0.004    0.000 variable_scope.py:1433(get_variable_scope)
      442    0.001    0.000    0.005    0.000 object_identity.py:223(__len__)
      442    0.001    0.000    0.004    0.000 object_identity.py:225(<listcomp>)
      442    0.000    0.000    0.000    0.000 variable_scope.py:1166(use_resource)
      442    0.001    0.000    0.001    0.000 func_graph.py:493(<listcomp>)
      442    0.001    0.000    0.001    0.000 func_graph.py:491(variables)
      442    0.000    0.000    0.000    0.000 func_graph.py:753(<listcomp>)
      442    0.001    0.000    0.001    0.000 func_graph.py:750(deferred_internal_captures)
      442    0.001    0.000    0.001    0.000 func_graph.py:919(<listcomp>)
      442    0.001    0.000    0.005    0.000 func_graph.py:1016(<listcomp>)
  442/274    0.033    0.000   25.583    0.093 func_graph.py:801(func_graph_from_py_func)
      442    0.001    0.000    0.001    0.000 func_graph.py:1093(<listcomp>)
      442    0.001    0.000    0.002    0.000 func_graph.py:1081(flatten)
      442    0.001    0.000    0.609    0.001 func_graph.py:1136(_get_defun_inputs_from_args)
      442    0.000    0.000    0.013    0.000 func_graph.py:1258(_get_defun_inputs_from_kwargs)
      442    0.004    0.000    0.036    0.000 data_structures.py:309(__init__)
      442    0.001    0.000    0.037    0.000 data_structures.py:414(__init__)
      442    0.000    0.000    0.000    0.000 data_structures.py:475(_make_storage)
      440    0.001    0.000    0.006    0.000 data_structures.py:650(<dictcomp>)
      440    0.001    0.000    0.007    0.000 data_structures.py:649(_list_functions_for_serialization)
      438    0.002    0.000    0.002    0.000 weakref.py:356(__init__)
      437    0.001    0.000    0.002    0.000 default_gradient.py:68(supports_default_grad)
      434    0.002    0.000    0.003    0.000 function.py:356(_inference_name)
      434    0.004    0.000    0.446    0.001 function.py:597(__init__)
      434    0.009    0.000    0.503    0.001 function.py:1460(__init__)
      434    0.001    0.000    0.017    0.000 function.py:1549(_set_function_spec)
      434    0.000    0.000    0.000    0.000 func_graph.py:748(<listcomp>)
      434    0.001    0.000    0.001    0.000 func_graph.py:745(deferred_external_captures)
      429    0.018    0.000    1.827    0.004 while_v2.py:1005(_capture_helper)
      428    0.001    0.000    0.003    0.000 device.py:133(shortcut_string_merge)
      428    0.000    0.000    0.000    0.000 device_spec.py:426(__hash__)
      428    0.000    0.000    0.003    0.000 ops.py:158(string_merge)
      428    0.002    0.000    0.003    0.000 nested_structure_coder.py:202(do_encode)
      426    0.000    0.000    0.001    0.000 object_identity.py:208(__len__)
      426    0.001    0.000    0.002    0.000 auto_control_deps.py:178(__init__)
      426    0.001    0.000    0.004    0.000 auto_control_deps.py:225(__enter__)
      426    0.155    0.000    2.351    0.006 auto_control_deps.py:301(__exit__)
      425    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tf_session.AddWhileInputHack}
      425    0.000    0.000    0.001    0.000 ops.py:6033(_assert_same_graph)
      425    0.001    0.000    0.458    0.001 list_ops.py:45(empty_tensor_list)
      425    0.001    0.000    0.432    0.001 list_ops.py:84(tensor_list_pop_back)
      425    0.004    0.000    0.413    0.001 gen_list_ops.py:23(empty_tensor_list)
      425    0.004    0.000    0.431    0.001 gen_list_ops.py:661(tensor_list_pop_back)
      425    0.003    0.000    0.404    0.001 gen_list_ops.py:736(tensor_list_push_back)
      425    0.001    0.000    0.006    0.000 while_v2.py:1269(_build_accumulator_name)
      425    0.001    0.000    0.004    0.000 while_v2.py:1274(_is_loop_invariant)
      425    0.001    0.000    0.005    0.000 while_v2.py:778(_get_accumulator)
      422    0.003    0.000    0.046    0.000 function.py:2299(from_function_and_signature)
      422    0.000    0.000    0.000    0.000 gradients_util.py:821(<listcomp>)
      418    0.007    0.000    0.116    0.000 save_impl.py:309(_reset_layer_losses)
      418    0.005    0.000    0.040    0.000 save_impl.py:321(_restore_layer_losses)
      414    0.002    0.000    0.007    0.000 nested_structure_coder.py:136(do_encode)
      405    0.000    0.000    0.000    0.000 function.py:1586(<genexpr>)
      402    0.001    0.000    0.010    0.000 ops.py:4368(device)
      402    0.000    0.000    0.000    0.000 traceable_stack.py:115(peek_top_obj)
  401/258    0.003    0.000   24.289    0.094 def_function.py:583(wrapped_fn)
      401    0.000    0.000    0.000    0.000 function.py:1581(<listcomp>)
      401    0.009    0.000    0.016    0.000 function.py:1562(_initialize_function_spec)
      401    0.000    0.000    0.000    0.000 function.py:2471(is_pure)
      401    0.000    0.000    0.000    0.000 function.py:2479(vararg_name)
      401    0.000    0.000    0.000    0.000 function.py:2836(function_spec)
      401    0.000    0.000    0.000    0.000 function.py:3061(<listcomp>)
  401/258    0.008    0.000   25.698    0.100 function.py:3047(_create_graph_function)
      401    0.000    0.000    0.000    0.000 function.py:3777(__init__)
      399    0.002    0.000    0.235    0.001 control_flow_state.py:810(_ZerosLikeV2)
      399    0.001    0.000    0.237    0.001 control_flow_state.py:834(ZerosLike)
      397    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      397    0.001    0.000    0.001    0.000 func_graph.py:127(<listcomp>)
      396    0.000    0.000    0.002    0.000 api.py:519(<genexpr>)
      396    0.001    0.000    1.155    0.003 base_layer.py:3013(_list_extra_dependencies_for_serialization)
      396    0.000    0.000    0.000    0.000 policy.py:392(variable_dtype)
      396    0.001    0.000    1.153    0.003 layer_serialization.py:73(objects_to_serialize)
      396    0.000    0.000    1.153    0.003 base_serialization.py:56(list_extra_dependencies_for_serialization)
      396    0.001    0.000    0.001    0.000 serialized_attributes.py:183(<dictcomp>)
      396    0.001    0.000    0.003    0.000 serialized_attributes.py:180(objects_to_serialize)
      392    0.001    0.000    0.009    0.000 data_structures.py:793(_checkpoint_dependencies)
      392    0.001    0.000    0.004    0.000 data_structures.py:824(_check_self_external_modification)
      391    0.003    0.000    0.007    0.000 tf_decorator.py:128(rewrap)
      391    0.000    0.000    0.000    0.000 tf_decorator.py:266(decorated_target)
      388    0.020    0.000    0.020    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteFunction}
      388    0.001    0.000    0.021    0.000 c_api_util.py:94(__del__)
      384    0.000    0.000    0.005    0.000 __init__.py:133(serialize)
      384    0.000    0.000    0.001    0.000 constraints.py:285(serialize)
      380    0.043    0.000    0.043    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextRemoveFunction}
      380    0.001    0.000    0.044    0.000 context.py:1154(remove_function)
      380    0.000    0.000    0.045    0.000 context.py:2351(remove_function)
      380    0.000    0.000    0.045    0.000 function.py:384(__del__)
      374    0.000    0.000    0.000    0.000 {method 'extend' of 'google.protobuf.pyext._message.RepeatedScalarContainer' objects}
      368    0.000    0.000    0.000    0.000 resource_variable_ops.py:2048(_ReadGrad)
      362    0.005    0.000    0.757    0.002 math_grad.py:1672(_MatMulGrad)
      360    0.000    0.000    0.000    0.000 base_layer.py:1255(activity_regularizer)
      358    0.001    0.000    0.002    0.000 save_impl.py:438(training_arg_was_passed)
      358    0.001    0.000    0.005    0.000 save_impl.py:453(get_input_arg_value)
  358/228    0.007    0.000    3.389    0.015 save_impl.py:511(wrapper)
      356    0.115    0.000    0.115    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteGraph}
      356    0.000    0.000    0.115    0.000 c_api_util.py:53(__del__)
      354    0.000    0.000    0.000    0.000 ops.py:3112(seed)
      352    0.000    0.000    0.001    0.000 policy.py:461(get_config)
      352    0.000    0.000    0.002    0.000 policy.py:585(_is_convertible_to_dtype)
      352    0.002    0.000    0.004    0.000 policy.py:593(_policy_equivalent_to_dtype)
      352    0.001    0.000    0.005    0.000 policy.py:615(serialize)
  349/348    0.000    0.000    0.043    0.000 function.py:3784(__del__)
  346/186    0.001    0.000    2.507    0.013 tf_utils.py:42(smart_cond)
      343    0.000    0.000    0.001    0.000 list_ops.py:373(<listcomp>)
      342    0.001    0.000    0.001    0.000 tensor_util.py:499(<listcomp>)
      341    0.001    0.000    0.201    0.001 array_ops.py:200(fill)
      341    0.003    0.000    0.192    0.001 gen_array_ops.py:3357(fill)
  340/172    0.014    0.000    0.097    0.001 module.py:317(_flatten_module)
      336    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetRequestedDevice}
      336    0.000    0.000    0.001    0.000 ops.py:2180(_set_device_from_string)
  332/198    0.004    0.000    2.257    0.011 save_impl.py:541(__call__)
      330    0.001    0.000    0.001    0.000 api.py:347(<genexpr>)
      330    0.001    0.000    0.002    0.000 api.py:343(_is_of_known_loaded_module)
      329    0.000    0.000    0.000    0.000 context.py:1841(global_seed)
      328    0.000    0.000    0.000    0.000 policy.py:406(compute_dtype)
      327    0.001    0.000    0.003    0.000 ops.py:4962(prevent_feeding)
      326    0.001    0.000    0.001    0.000 function.py:2292(_deterministic_dict_values)
      326    0.000    0.000    0.001    0.000 function.py:2583(<dictcomp>)
      324    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      324    0.000    0.000    0.000    0.000 nested_structure_coder.py:310(do_encode)
      323    0.001    0.000    0.003    0.000 array_ops.py:852(_check_index)
      323    0.007    0.000    0.723    0.002 array_ops.py:872(_slice_helper)
      323    0.002    0.000    0.284    0.001 array_ops.py:1084(strided_slice)
      323    0.007    0.000    0.282    0.001 gen_array_ops.py:10170(strided_slice)
      320    0.000    0.000    0.000    0.000 summary_ops_v2.py:101(<lambda>)
      320    0.002    0.000    0.008    0.000 summary_ops_v2.py:579(summary_scope)
      320    0.000    0.000    0.000    0.000 function.py:2467(flat_input_signature)
      320    0.000    0.000    0.000    0.000 function.py:2845(flat_input_signature)
      312    0.000    0.000    0.001    0.000 device_spec.py:376(__eq__)
      312    0.000    0.000    0.000    0.000 meta_graph.py:159(mark_op_as_used)
  312/168    0.000    0.000    0.020    0.000 version_utils.py:110(<genexpr>)
      304    0.000    0.000    0.000    0.000 device_spec.py:42(_as_device_str_or_none)
      304    0.001    0.000    0.002    0.000 device_spec.py:111(__init__)
      304    0.000    0.000    0.000    0.000 device_spec.py:350(_components_to_string)
      294    0.001    0.000    0.027    0.000 utils.py:202(get_training_arg_index)
      290    0.000    0.000    0.000    0.000 utils.py:233(get_training_arg)
      288    0.001    0.000    0.002    0.000 ops.py:4760(_attr_scope)
      280    0.002    0.000    0.058    0.000 def_function.py:579(_defun_with_scope)
      280    0.002    0.000    0.049    0.000 def_function.py:629(_defun)
      280    0.001    0.000    0.002    0.000 function.py:2728(__init__)
      280    0.002    0.000    0.038    0.000 function.py:2767(__init__)
      280    0.001    0.000    0.046    0.000 function.py:3632(decorated)
      280    0.000    0.000    0.047    0.000 function.py:3595(defun_with_attributes)
      268    0.000    0.000    0.001    0.000 object_identity.py:137(__delitem__)
      268    0.001    0.000    0.002    0.000 base_layer.py:2538(_set_call_arg_value)
      262    0.003    0.000    0.285    0.001 gen_math_ops.py:10731(tanh_grad)
      253    0.005    0.000    0.021    0.000 tensor_util.py:569(MakeNdarray)
      250    0.002    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
      250    0.001    0.000    0.037    0.000 function.py:2041(add_to_graph)
      250    0.004    0.000    0.096    0.000 function_serialization.py:52(serialize_concrete_function)
   248/84    0.027    0.000    0.027    0.000 version_utils.py:98(swap_class)
      244    0.000    0.000    0.001    0.000 math_grad.py:1218(_AddNGrad)
      242    0.002    0.000    0.002    0.000 {built-in method numpy.zeros}
      240    0.001    0.000    0.057    0.000 gen_resource_variable_ops.py:123(assign_variable_op)
      240    0.002    0.000    0.047    0.000 base_layer.py:640(get_config)
  238/142    0.001    0.000    2.369    0.017 utils.py:163(replace_training_and_call)
  238/142    0.001    0.000    2.387    0.017 utils.py:153(wrap_with_training_arg)
      238    0.003    0.000    0.369    0.002 sequential.py:261(_build_graph_network_for_inferred_shape)
      232    0.003    0.000    0.187    0.001 array_ops.py:2754(zeros)
      231    0.000    0.000    0.239    0.001 array_ops.py:2811(zeros_like)
      231    0.002    0.000    0.239    0.001 array_ops.py:2895(zeros_like_impl)
      228    0.001    0.000    0.004    0.000 function.py:1494(<listcomp>)
      226    0.000    0.000    0.107    0.000 array_ops.py:783(rank)
      226    0.002    0.000    0.107    0.000 array_ops.py:819(rank_internal)
      226    0.001    0.000    3.186    0.014 functional.py:367(call)
      226    0.013    0.000    3.185    0.014 functional.py:464(_run_internal_graph)
      226    0.000    0.000    0.001    0.000 functional.py:522(_flatten_to_reference_inputs)
      226    0.003    0.000    0.019    0.000 functional.py:556(_conform_to_reference_input)
      210    0.001    0.000    0.031    0.000 gen_math_ops.py:5377(logical_and)
      210    0.001    0.000    0.032    0.000 math_ops.py:1529(logical_and)
      208    0.001    0.000    0.002    0.000 resource_variable_ops.py:84(_set_handle_shapes_and_types)
      208    0.005    0.000    0.061    0.000 resource_variable_ops.py:146(_variable_handle_from_shape_and_dtype)
      208    0.001    0.000    0.042    0.000 gen_resource_variable_ops.py:1163(var_handle_op)
  192/140    0.002    0.000    2.598    0.019 save_impl.py:567(call_and_return_conditional_losses)
      192    0.000    0.000    0.001    0.000 version_utils.py:125(is_v1_layer_or_model)
      192    0.000    0.000    0.002    0.000 activations.py:426(serialize)
      192    0.002    0.000    0.053    0.000 core.py:1209(get_config)
      184    0.001    0.000    0.123    0.001 nn_grad.py:327(_BiasAddGrad)
      184    0.001    0.000    0.002    0.000 backend.py:1283(int_shape)
      176    0.001    0.000    0.449    0.003 array_ops.py:4589(gather)
      176    0.002    0.000    0.446    0.003 gen_array_ops.py:3790(gather_v2)
      176    0.002    0.000    0.244    0.001 math_grad.py:730(_TanhGrad)
  173/164    0.016    0.000    0.063    0.000 ops.py:6267(dismantle_graph)
      170    0.003    0.000    0.272    0.002 array_ops.py:3007(ones)
      169    0.000    0.000    0.001    0.000 func_graph.py:697(clear_captures)
  169/168    0.001    0.000    0.047    0.000 func_graph.py:1269(dismantle_func_graph)
      166    0.001    0.000    1.349    0.008 save_impl.py:585(call)
      166    0.001    0.000    1.552    0.009 utils.py:66(return_outputs_and_add_losses)
      160    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
      160    0.000    0.000    0.000    0.000 digraph.py:784(successors)
      160    0.001    0.000    0.011    0.000 check_ops.py:2157(assert_scalar_v2)
      160    0.001    0.000    0.010    0.000 check_ops.py:2180(assert_scalar)
      160    0.001    0.000    0.009    0.000 summary_ops_v2.py:78(_should_record_summaries_internal)
      160    0.000    0.000    0.010    0.000 summary_ops_v2.py:109(_should_record_summaries_v2)
      160    0.002    0.000    0.054    0.000 summary_ops_v2.py:664(record)
      160    0.002    0.000    0.071    0.000 summary_ops_v2.py:620(write)
      160    0.002    0.000    0.037    0.000 gen_summary_ops.py:667(write_summary)
      160    0.002    0.000    0.029    0.000 gen_summary_ops.py:706(write_summary_eager_fallback)
      160    0.003    0.000    0.112    0.001 summary_v2.py:33(scalar)
      152    0.000    0.000    0.116    0.001 array_ops.py:1028(slice)
      152    0.002    0.000    0.116    0.001 gen_array_ops.py:9212(_slice)
      144    0.001    0.000    0.097    0.001 resource_variable_ops.py:1419(__init__)
      144    0.009    0.000    0.096    0.001 resource_variable_ops.py:1520(_init_from_args)
      144    0.000    0.000    0.002    0.000 gen_resource_variable_ops.py:1265(var_is_initialized_op)
      142    0.002    0.000    0.018    0.000 def_function.py:451(__init__)
   140/51    0.002    0.000   21.836    0.428 def_function.py:663(_initialize)
   140/51    0.001    0.000   21.806    0.428 function.py:2850(_get_concrete_function_internal_garbage_collected)
      132    0.001    0.000    0.108    0.001 gen_array_ops.py:12372(zeros_like)
      130    0.000    0.000    0.000    0.000 def_function.py:915(function_spec)
      130    0.000    0.000    0.001    0.000 array_grad.py:529(_IndexedSlicesToTensorNoWarning)
      130    0.004    0.000    0.022    0.000 nested_structure_coder.py:229(do_encode)
      130    0.002    0.000    0.035    0.000 function_serialization.py:29(_serialize_function_spec)
      130    0.002    0.000    0.246    0.002 function_serialization.py:94(serialize_function)
      129    0.000    0.000    0.000    0.000 types.py:164(__get__)
      129    0.000    0.000    0.000    0.000 enum.py:633(value)
      129    0.002    0.000    0.122    0.001 array_ops.py:1393(_autopacking_helper)
      129    0.000    0.000    0.001    0.000 array_ops.py:1443(_get_dtype_from_nested_lists)
      129    0.000    0.000    0.208    0.002 array_ops.py:2926(ones_like)
      129    0.001    0.000    0.207    0.002 array_ops.py:2994(ones_like_impl)
      129    0.002    0.000    0.087    0.001 gen_array_ops.py:6416(pack)
      128    0.000    0.000    0.386    0.003 array_ops.py:4681(gather_v2)
      120    0.003    0.000    0.003    0.000 {method 'shuffle' of 'numpy.random.mtrand.RandomState' objects}
      120    0.000    0.000    0.026    0.000 constant_op.py:347(_tensor_shape_tensor_conversion_function)
   120/92    0.000    0.000    0.800    0.009 utils.py:170(<lambda>)
   118/70    0.000    0.000    1.616    0.023 utils.py:169(<lambda>)
      112    0.000    0.000    0.007    0.000 encoder.py:182(encode)
      112    0.036    0.000    1.632    0.015 tracking.py:103(_list_functions_for_serialization)
      112    0.000    0.000    0.035    0.000 base_layer.py:2235(variables)
      112    0.000    0.000    0.019    0.000 base_layer.py:2252(non_trainable_variables)
      112    0.000    0.000    0.001    0.000 base_layer.py:3005(_object_identifier)
